bp_num_ips,bp_num_tm,code_upw,upw,bp_nm,type_etablissement,postal_cd
5401.0,4972,47,UPW GHARDAIA,GHARDAIA EP ITINERANT1,ETAB  ,47045
5402.0,4973,31,UPW ORAN,COUR D ORAN,ETAB  ,31119
5403.0,4974,29,UPW MASCARA ,SENAISSA MESSAOUDI MOHAMED,ETAB  ,29096
5404.0,4975,7,UPW BISKRA,BISKRA ITINERANT1,ETAB  ,7096
5405.0,4976,5,UPW BATNA,BATNA BOUAKAL,ETAB  ,5148
5406.0,4977,5,UPW BATNA,BATNA EP ITINERANT,ETAB  ,5146
5407.0,4978,5,UPW BATNA,BATNA UNIVERSITE2,ETAB  ,5147
5408.0,4985,12,UPW TEBESSA,TEBESSA EP ITINIRANT1,ETAB  ,12069
5409.0,4986,43,UPW MILA,OUED-ATHMANIA-EST,ETAB  ,43080
5411.0,4988,16,UPW ALGER CENTRE,EL MOURADIA-PALAIS-DE-LA-PRESIDENCE,ETAB  ,16247
5412.0,4989,35,UPW BOUMERDES,HAMMEDI OULED BELHADI,ETAB  ,35073
5528.0,5103,8,UPW BECHAR,BECHAR HAI-EL-MOUNGAR,ETAB  ,8065
5529.0,5104,11,UPW TAMANRASSET,ABALESSA ISLISAKENE,ETAB  ,11039
5530.0,5105,38,UPW TISSEMSILT,ADILA MOHAMED,ETAB  ,38045
5531.0,5106,31,UPW ORAN,ORAN-CHERGFAOUI-MOHAMED,ETAB  ,31125
5532.0,5107,31,UPW ORAN,HASSI BEN KBA BOUSSIF ABDELHAFID,ETAB  ,31124
5533.0,5108,13,UPW TLEMCEN,Abdelmoumene Benali,ETAB  ,13117
5534.0,5109,44,UPW AIN DEFLA,DJENDEL 1ER NOVEMBRE,ETAB  ,44070
5535.0,5110,29,UPW MASCARA ,TIGHENNIF BELABES MILOUD,ETAB  ,29103
5536.0,5111,43,UPW MILA,CHELGHOUM-LAID-BOUKANA EL MOUSTAKBAL,ETAB  ,43084
5537.0,5112,1,UPW ADRAR,ADRAR-SAHET-EL-CHOHADA,ETAB  ,1085
5538.0,5113,38,UPW TISSEMSILT,TISSEMSILT EPI-1,ETAB  ,38043
5539.0,5114,16,UPW ALGER CENTRE,CONSEIL-CONSTITUTIONNEL,ETAB  ,16254
5543.0,5118,13,UPW TLEMCEN,TLEMCEN KEBASSA,ETAB  ,13121
5544.0,5119,35,UPW BOUMERDES,BOUDOUAOU GOUIGAH SALEM,ETAB  ,35075
5545.0,5120,31,UPW ORAN,ES SENIA CHIBANI MOHAMMED,ETAB  ,31129
5546.0,5121,31,UPW ORAN,MISSERGHINE MELIANI BENYAMINA,ETAB  ,31127
5547.0,5122,9,UPW BLIDA,OULED YAICH BEN YOUCEF BEN KHADA,ETAB  ,9086
5548.0,5123,9,UPW BLIDA,OULED SLAMA MERAKCHI,ETAB  ,9085
5549.0,5124,28,UPW MSILA,BENI ILMANE KOUIDER CHICHI LAKHDAR,ETAB  ,28095
5550.0,5125,28,UPW MSILA,MEDJEDEL LOGLEIB BOUZID,ETAB  ,28097
5551.0,5126,41,UPW SOUK AHRAS,SEDRATA-MOUDJARI-BRAHIM-BEN-BACHIR,ETAB  ,41057
5552.0,5127,41,UPW SOUK AHRAS,TAOURA-1ER-NOVEMBRE,ETAB  ,41058
5554.0,5129,45,UPW NAAMA,NAAMA-EP-ITINERANT-2,ETAB  ,45053
5555.0,5130,12,UPW TEBESSA,HAMMAMET MOSTAKBEL,ETAB  ,12070
5556.0,5131,31,UPW ORAN,AIN EL TURCK BENDRAOUA ABDELKADER,ETAB  ,31122
5557.0,5132,16,UPW ALGER CENTRE,BIRKHADEM MINISTERE SOLIDARITE,ETAB  ,16212
5559.0,5134,7,UPW BISKRA,BISKRA LES ZIBAN,ETAB  ,7099
5560.0,5135,7,UPW BISKRA,BISKRA-OUEST,ETAB  ,7098
,5137,16,UPW ALGER CENTRE,Direction Philatélie,ETAB  ,16996
,5138,16,UPW ALGER CENTRE,Direction Philatélie,ETAB  ,16818
5562.0,5139,30,UPW OUARGLA,GA DRAS,ETAB  ,30702
5563.0,5140,31,UPW ORAN,ORAN AHMED MEDEGHRI AIR,ETAB  ,31130
5564.0,5141,41,UPW SOUK AHRAS,EL GHARIA GHARIBI BEN TAYEB,ETAB  ,41060
5565.0,5142,26,UPW MEDEA,KHERBA-SIOUF,ETAB  ,26094
5566.0,5143,22,UPW SIDI BEL ABBES,TELAGH SIDI AHMED,ETAB  ,22095
5567.0,5144,13,UPW TLEMCEN,SAADNIA,ETAB  ,13123
5568.0,5145,13,UPW TLEMCEN,TADJEMOUT,ETAB  ,13124
5569.0,5146,13,UPW TLEMCEN,OULED BEN DAMOU,ETAB  ,13125
5570.0,5147,23,UPW ANNABA,ANNABA-BENMOSTFA-BENAOUDA,ETAB  ,23062
5571.0,5148,32,UPW EL BAYADH,MECHRIA SEGHIRA SAHNOUNE AHMED,ETAB  ,32046
5572.0,5149,33,UPW ILLIZI,ILLIZI-UNIVERSITE,ETAB  ,33030
5573.0,5150,30,UPW OUARGLA,OUARGLA BOUR ELHAICHA,ETAB  ,30068
5574.0,5151,9,UPW BLIDA,OULED YAICH CITE FETEL,ETAB  ,9087
5575.0,5152,12,UPW TEBESSA,AEROPORT CHEIKH LARBI TEBESSI,ETAB  ,12071
5576.0,5153,32,UPW EL BAYADH,EL BAYADH FRERES FERADJI,ETAB  ,32044
5577.0,5154,27,UPW MOSTAGANEM,larbi-bencherif-mohamed,ETAB  ,27072
5579.0,5156,26,UPW MEDEA,DRAI ESSAMAR AHMED GAID SALAH,ETAB  ,26095
5581.0,5159,46,UPW AIN TEMOUCHENT ,BAILICHE REGUIG BAKHTI,ETAB  ,46071
5582.0,5160,46,UPW AIN TEMOUCHENT ,SIDI BELHADRI MAHI BENALI,ETAB  ,46072
5583.0,5161,37,UPW TINDOUF,TINDOUF EMIR ABDELKADER,ETAB  ,37024
5584.0,5162,41,UPW SOUK AHRAS,BEN DJABAR BRAHIM BEN ALI,ETAB  ,41059
5585.0,5163,29,UPW MASCARA ,MASCARA EPI-1,ETAB  ,29100
5586.0,5164,46,UPW AIN TEMOUCHENT ,SIDI BEN ADDA BELHADJ MOHAMED,ETAB  ,46073
5587.0,5165,16,UPW ALGER CENTRE,BP EL BIAR MINISTÈRE DES RELATIONS AVEC LE PARLEMENT,ETAB  ,16255
5588.0,5166,3,UPW LAGHOUAT,DJEDAR,ETAB  ,3058
5589.0,5167,35,UPW BOUMERDES,TEHNIA EL LOUZ,ETAB  ,35076
5595.0,5173,48,UPW RELIZANE,YELLEL HABIBI MHAMED,ETAB  ,48084
5596.0,5174,9,UPW BLIDA,COUR DE JUSTICE BLIDA,ETAB  ,9091
5599.0,5179,47,UPW GHARDAIA,MANSOURA-NASER,ETAB  ,47047
5600.0,5180,41,UPW SOUK AHRAS,GHLIS BELACEM BENAMAR,ETAB  ,41062
5601.0,5181,41,UPW SOUK AHRAS,MASMOUDI LARBI BEN MOHAMED,ETAB  ,41061
5602.0,5182,14,UPW TIARET,EPI 1 TIARET,ETAB  ,14083
5603.0,5183,14,UPW TIARET,TIARET IBN ROSTOM,ETAB  ,14086
5604.0,5184,14,UPW TIARET,TIARET LEJDAR,ETAB  ,14087
5605.0,5185,31,UPW ORAN,ORAN-CERCLE-REGIONAL-DE-L ARMEE,ETAB  ,31121
5606.0,5186,31,UPW ORAN,AIN-TURK-LEBANI-ZAKARIA,ETAB  ,31128
5607.0,5187,31,UPW ORAN,SURETE-WILAYA-D ORAN,ETAB  ,31131
5608.0,5188,24,UPW GUELMA,GUELMA EPI 1,ETAB  ,24057
5609.0,5189,27,UPW MOSTAGANEM,SIDI-ALI-BOUGHAZI-MED,ETAB  ,27073
5610.0,5190,12,UPW TEBESSA,EL OGLA EL AMEL,ETAB  ,12072
5611.0,5191,1,UPW ADRAR,KSAR OULED SIDI OUALI,ETAB  ,1083
5612.0,5192,1,UPW ADRAR,KSER NOUMENAS,ETAB  ,1084
5613.0,5193,16,UPW ALGER CENTRE,ALGER-MOHAMED-CINQ,ETAB  ,16235
5614.0,5194,31,UPW ORAN,MISSERGHINE-FARTAS-M,ETAB  ,31132
5615.0,5195,9,UPW BLIDA,CITE-AADL-BOUINAN,ETAB  ,9088
5616.0,5196,9,UPW BLIDA,MEFTAH-500-LOGTS,ETAB  ,9089
5617.0,5197,19,UPW SETIF,SETIF-AIN-MOUS-05-JUILLET,ETAB  ,19150
5618.0,5198,19,UPW SETIF,SETIF-EL-HIDHAB-EST,ETAB  ,19151
5619.0,5199,26,UPW MEDEA,KSAR-EL-BOUKHARI-HAI-EL-WIAM,ETAB  ,26096
5620.0,5200,5,UPW BATNA,BARIKA-CITE-300-LOGTS,ETAB  ,5150
5621.0,5201,1,UPW ADRAR,REGGANE-CHEIKH-MOULAY-ABDELLAH-EL-REGGANI,ETAB  ,1067
5622.0,5202,13,UPW TLEMCEN,SEBDOU-BEN-HACHEM-SEDDOUK,ETAB  ,13116
5626.0,5206,32,UPW EL BAYADH,EL BAYADH BERIAH-MOHAMED,ETAB  ,32047
5628.0,5207,13,UPW TLEMCEN,Sellam Bab El Assa,ETAB  ,13122
5629.0,5208,77,UPW ALGER OUEST,EL ACHOUR AADL 527 LOGTS,ETAB  ,16246
5630.0,5209,14,UPW TIARET,MAHDIA BADR,ETAB  ,14085
5631.0,5210,31,UPW ORAN,BOUFATIS-SLATNA,ETAB  ,31133
5632.0,5211,14,UPW TIARET,HMAIDIA TAHAR,ETAB  ,14088
5633.0,5212,43,UPW MILA,GRAREM-05-JUILLET,ETAB  ,43085
5634.0,5213,4,UPW OUM EL BOUAGHI,OUM-EL-BOUAGHI-JAHFA,ETAB  ,4073
5637.0,5216,18,UPW JIJEL,UNIVERSITE JIJEL,ETAB  ,18062
5638.0,5217,39,UPW EL OUED,EL FOULIA,ETAB  ,39100
5639.0,5218,34,UPW BORDJ BOU ARRERIDJ,BORDJ-BOU-ARRERIDJ-GARE-ROUTIERE,ETAB  ,34079
5640.0,5219,38,UPW TISSEMSILT,TISSEMSILT 24 FEVRIER,ETAB  ,38047
5641.0,5220,38,UPW TISSEMSILT,LARDJEM 05 JUILLET,ETAB  ,38048
5642.0,5221,9,UPW BLIDA,CENTRE-BENDALI-ALI,ETAB  ,9090
5643.0,5222,25,UPW CONSTANTINE,CONSTANTINE-AEROPORT-MOHAMED-BOUDIAF,ETAB  ,25070
5644.0,5223,42,UPW TIPAZA,BOUHRIZE,ETAB  ,42072
5645.0,5224,30,UPW OUARGLA,EZNAIGUA-EL-BORMA,ETAB  ,30069
5646.0,5225,33,UPW ILLIZI,IN-AMENAS-STAH,ETAB  ,33031
5649.0,5227,14,UPW TIARET,TIARET-05-JUILLET,ETAB  ,14089
5650.0,5228,5,UPW BATNA,BATNA ROUTE DE TAZOULT,ETAB  ,5151
5651.0,5229,5,UPW BATNA,EL MADHER 2,ETAB  ,5152
5652.0,5230,13,UPW TLEMCEN,MEFTAHIA,ETAB  ,13127
5653.0,5231,13,UPW TLEMCEN,MAGHNIA-OMAR-EL-MOKHTAR,ETAB  ,13129
5654.0,5232,53,UPW IN-SALAH,In Salah Deghamcha,ETAB  ,53039
5655.0,5233,45,UPW NAAMA,MECHERIA NAAS MOHAMED,ETAB  ,45054
5656.0,5234,45,UPW NAAMA,ASLA TAIBAOUI NOUAR,ETAB  ,45055
5657.0,5235,35,UPW BOUMERDES,BOUAIDEL,ETAB  ,35077
,5237,4,UPW OUM EL BOUAGHI,AIN-BEIDA-BOUKATANA-ALI,ETAB  ,4072
,5238,6,UPW BEJAIA,CHAHID-CHBANA-SAID,ETAB  ,6149
5660.0,5239,9,UPW BLIDA,MEREMENE,ETAB  ,9092
5661.0,5240,35,UPW BOUMERDES,CORSO-BEN-RAHMOUNE,ETAB  ,35078
5662.0,5241,77,UPW ALGER OUEST,BIRTOUTA 871 LOGTS,ETAB  ,16257
5663.0,5242,18,UPW JIJEL,TASSOUST UNIVERSITE JIJEL,ETAB  ,18061
5664.0,5243,18,UPW JIJEL,JIJEL-ECOLE DE LA GENDARMERIE NATIONAL,ETAB  ,18063
5665.0,5244,77,UPW ALGER OUEST,CHAIBIA 02,ETAB  ,16259
5666.0,5245,32,UPW EL BAYADH,EL BAYADH-SIDI AHMED BELABBES,ETAB  ,32048
5667.0,5246,33,UPW ILLIZI,ILLIZI EPI 2,ETAB  ,33029
5668.0,5247,33,UPW ILLIZI,ZAOUIT SIDI MOUSSA,ETAB  ,33032
5669.0,5248,26,UPW MEDEA,MEDEA CHIKER SAID ALI,ETAB  ,26099
5670.0,5249,19,UPW SETIF,GUELTA-ZERGA-LAGNATAR,ETAB  ,19152
5671.0,5250,77,UPW ALGER OUEST,OUED-ROMANE-51-LOGTS,ETAB  ,16260
5672.0,5251,55,UPW TOUGGOURT,TOUGGOURT ESO TRANSMISSION ,ETAB  ,55067
5673.0,5252,26,UPW MEDEA,Boughezoul Taouti Said,ETAB  ,26097
5674.0,5253,26,UPW MEDEA,Souagui Rahali Mohamed,ETAB  ,26098
5675.0,5254,76,UPW ALGER EST,EL HAMIZ 248 LOGEMENTS,ETAB  ,16258
5676.0,5255,32,UPW EL BAYADH,BOUGTOB CHETTI CHIKH,ETAB  ,32049
5677.0,5256,19,UPW SETIF,SETIF-EL-BEZ,ETAB  ,19153
5678.0,5257,15,UPW TIZI OUZOU,DRAA EL MIZAN ALI BENOUR,ETAB  ,15168
5679.0,5258,30,UPW OUARGLA,ZIAYNA-ROUISSAT-OUARGLA,ETAB  ,30070
5680.0,5259,32,UPW EL BAYADH,BOUGHRARA,ETAB  ,32050
5681.0,5260,32,UPW EL BAYADH,BENHADJEM,ETAB  ,32051
5682.0,5261,13,UPW TLEMCEN,SIDI-BOUDJENANE,ETAB  ,13131
5683.0,5262,39,UPW EL OUED,EL OUED CHOTT,ETAB  ,39101
5684.0,5263,9,UPW BLIDA,OULED-YAICH-1024-LOGTS,ETAB  ,9093
5685.0,5264,9,UPW BLIDA,LARBAA-CHERIF-YOUCEF,ETAB  ,9095
5686.0,5265,22,UPW SIDI BEL ABBES,ZAOUI-MILOUD,ETAB  ,22096
5687.0,5266,11,UPW TAMANRASSET,In Dalague,ETAB  ,11033
5688.0,5267,77,UPW ALGER OUEST,Bouchaoui-cercle,ETAB  ,16261
5689.0,5268,25,UPW CONSTANTINE,Constantine-hotel-militaire-regional,ETAB  ,25072
5690.0,5269,25,UPW CONSTANTINE,Constantine-el-gammas,ETAB  ,25073
5691.0,5270,25,UPW CONSTANTINE,Constantine-boumankhour-ammar,ETAB  ,25074
5692.0,5271,25,UPW CONSTANTINE,Bekira-negrou-tayeb,ETAB  ,25075
5693.0,5272,48,UPW RELIZANE,ZEMMORA CHENAFA MOHAMED,ETAB  ,48085
5695.0,5273,10,UPW BOUIRA,IGHIL OUCHKRID,ETAB  ,10114
5697.0,5275,20,UPW SAIDA,SAIDA-AADL-HAY-JAYCH-TAHRIR,ETAB  ,20055
,5276,16,UPW ALGER CENTRE,DGAP/DNQ,ETAB  ,99997
5698.0,5277,3,UPW LAGHOUAT,GUELTET SIDI SAAD EST,ETAB  ,3059
5699.0,5278,18,UPW JIJEL,MEZGHITANE,ETAB  ,18064
5700.0,5279,43,UPW MILA,TELEGHMA TERRE,ETAB  ,43086
5701.0,5280,11,UPW TAMANRASSET,19 mars tinzaouatine,ETAB  ,54042
5703.0,5282,25,UPW CONSTANTINE,CONSTANTINE-NOUAILI-MOHAMED,ETAB  ,25076
5704.0,5283,77,UPW ALGER OUEST,OULED MENDIL 1032 Logts,ETAB  ,16264
5705.0,5284,48,UPW RELIZANE,AMMI MOUSSA AMMAR BENYAMINA,ETAB  ,48086
5706.0,5285,21,UPW SKIKDA,EPI SKIKDA,ETAB  ,21086
5707.0,5286,45,UPW NAAMA,TIOUT FENDOU MOHAMMED,ETAB  ,45056
5708.0,5287,3,UPW LAGHOUAT,LAGHOUAT-EPI-2,ETAB  ,3060
5709.0,5288,13,UPW TLEMCEN,MASAMDA MAGHNIA,ETAB  ,13128
5710.0,5289,13,UPW TLEMCEN,TAFNA-BOUHALOU,ETAB  ,13130
5711.0,5290,77,UPW ALGER OUEST,RAMDANIA 1040 LOGTS,ETAB  ,16262
5712.0,5291,77,UPW ALGER OUEST,DOUERA HADJ YAAGOUB,ETAB  ,16263
5713.0,5292,77,UPW ALGER OUEST,BIRTOUTA 1680 logts,ETAB  ,16265
5714.0,5293,77,UPW ALGER OUEST,SOUIDANIA 160 LOGTS,ETAB  ,16266
5715.0,5294,9,UPW BLIDA,BLIDA-C-GARNISON-ARMEE,ETAB  ,9094
5716.0,5296,9,UPW BLIDA,MAASSOUMA,ETAB  ,9096
5720.0,5299,4,UPW OUM EL BOUAGHI,AIN BABOUCHE 18 FEVRIER,ETAB  ,4074
5721.0,5300,47,UPW GHARDAIA,AIN-LOSSEIG,ETAB  ,47048
5722.0,5301,4,UPW OUM EL BOUAGHI,KSAR SBAIHI DAAS BOUZID,ETAB  ,4075
5723.0,5302,10,UPW BOUIRA,BOUIRA TOUZI DJEDID,ETAB  ,10115
5724.0,5303,77,UPW ALGER OUEST,CHU-DOUIRA,ETAB  ,16267
,5304,49,UPW TIMIMOUN,UPW TIMIMOUN,ETAB  ,49999
,5305,50,UPW BORDJ-BADJI-MOKHTAR,UPW BORDJ-BADJI-MOKHTAR,ETAB  ,50999
,5306,51,UPW OULED-DJELLAL,UPW OULED-DJELLAL,ETAB  ,51999
,5307,52,UPW BENI-ABBES,UPW BENI-ABBES,ETAB  ,52999
,5308,53,UPW IN-SALAH,UPW IN-SALAH,ETAB  ,53999
,5309,54,UPW IN-GUEZZAM,UPW IN-GUEZZAM,ETAB  ,54999
,5310,55,UPW TOUGGOURT,UPW TOUGGOURT,ETAB  ,55999
,5311,56,UPW DJANET,UPW DJANET,ETAB  ,56999
,5312,57,UPW EL-MEGHAIER,UPW EL-MEGHAIER,ETAB  ,57999
,5313,58,UPW EL-MENIAA,UPW EL-MENIA ,ETAB  ,58999
5725.0,5314,5,UPW BATNA,BATNA CITE 1200 LOGEMENTS,ETAB  ,5153
5726.0,5315,12,UPW TEBESSA,CHERIA EL DJORF,ETAB  ,12073
5727.0,5316,77,UPW ALGER OUEST,RABAH BOUAZIZ AIN BENIAN,ETAB  ,16268
5728.0,5317,32,UPW EL BAYADH,KEF-EL-AHMAR MADANI BEN BENDINE,ETAB  ,32052
5729.0,5318,18,UPW JIJEL,ASSARDOUNE,ETAB  ,18065
5730.0,5319,36,UPW EL TARF,EL KALA BRINIS AMAR,ETAB  ,36061
5731.0,5320,39,UPW EL OUED,SEBAIS,ETAB  ,36102
5732.0,5321,38,UPW TISSEMSILT,LAAYOUN HAI ESSALAM,ETAB  ,38049
5733.0,5322,3,UPW LAGHOUAT,LAGHOUAT 19 MAI 1956,ETAB  ,3062
5734.0,5323,29,UPW MASCARA ,SIG BOUCHAMA MOHAMED,ETAB  ,29104
5735.0,5324,46,UPW AIN TEMOUCHENT ,AIN TEMOUCHENT EPI,ETAB  ,46069
5736.0,5325,18,UPW JIJEL,TASSIFT,ETAB  ,18066
5737.0,5326,77,UPW ALGER OUEST,Centre administratif houes 1 région militaire ,ETAB  ,16270
5738.0,5327,3,UPW LAGHOUAT,AFLOU CITE 900 LOGTS,ETAB  ,3061
5739.0,5328,31,UPW ORAN,MISSERGHINE AADL LOURGUIOUI RABAH,ETAB  ,31135
5740.0,5329,31,UPW ORAN,AADL BENDADDA MOHAMMED,ETAB  ,31134
5741.0,5330,43,UPW MILA,Chelghoum Laid Houari Boumedien ,ETAB  ,43087
5742.0,5331,32,UPW EL BAYADH,EL BAYADH TAIBI ABDELMALEK,ETAB  ,32053
,5333,28,UPW MSILA,DHOKARA-19-MARS-1962,ETAB  ,28102
,5335,23,UPW ANNABA,SIDI-AMAR-BENTAHLIL-LAKHDAR,ETAB  ,23063
,5336,23,UPW ANNABA,SID-AMAR-CHALA-BOUZID,ETAB  ,23064
5746.0,5338,28,UPW MSILA,EL-HAOURANE-05-JUILLET-1962,ETAB  ,28101
5747.0,5339,28,UPW MSILA,DEBIL-20-AOUT-1956,ETAB  ,28103
5748.0,5340,28,UPW MSILA,MSILA-EL-HORIA,ETAB  ,28098
5749.0,5341,28,UPW MSILA,AIN-OGHRAB-ENNIA-AHMED-BEN-ATTIA,ETAB  ,28099
5750.0,5342,28,UPW MSILA,SIDI-AMEUR-17-OCTOBRE-1961,ETAB  ,28100
5751.0,5343,77,UPW ALGER OUEST,BIRTOUTA 1194 LOG,ETAB  ,16271
5753.0,5344,21,UPW SKIKDA,SKIKDA-RABAH-BITAT,ETAB  ,21087
5754.0,5345,16,UPW ALGER CENTRE,ALGER AHMED MABREK,ETAB  ,16256
5755.0,5346,32,UPW EL BAYADH,EL HAOUD GHAZAL CHEIKH,ETAB  ,32054
5756.0,5347,17,UPW DJELFA,DJELFA EPI2,ETAB  ,17092
5757.0,5348,18,UPW JIJEL,EL-MENAZEL,ETAB  ,18068
5758.0,5349,18,UPW JIJEL,JIJEL CHABOU TAHAR,ETAB  ,18067
5759.0,5350,48,UPW RELIZANE,BENDAOUED-BOUCHAMA-TAHAR,ETAB  ,48087
5760.0,5351,22,UPW SIDI BEL ABBES,KEDADRA,ETAB  ,22097
5761.0,5352,34,UPW BORDJ BOU ARRERIDJ,AIN BEN AMRANE BELFEGROUN  BRAHIM,ETAB  ,34080
5762.0,5353,30,UPW OUARGLA,SIDI BENSACI-OUARGLA,ETAB  ,30071
5763.0,5354,11,UPW TAMANRASSET,Elbahbouha,ETAB  ,11042
5764.0,5355,11,UPW TAMANRASSET,Tahifet,ETAB  ,11032
5765.0,5356,1,UPW ADRAR,INZEGMIR CHAHID AHMED ZAHANA,ETAB  ,1086
5766.0,5357,3,UPW LAGHOUAT,KSAR EL HIRANE CITE ATTIA MOHAMED,ETAB  ,3063
5767.0,5358,47,UPW GHARDAIA,GHARDAIA-11-DECEMBRE-1960,ETAB  ,47049
5768.0,5359,5,UPW BATNA,madher el djazzar,ETAB  ,5154
5769.0,5360,48,UPW RELIZANE,RELIZANE-EPI-2,ETAB  ,48088
5770.0,5361,28,UPW MSILA,OUM-CHEMEL,ETAB  ,28104
5774.0,5365,34,UPW BORDJ BOU ARRERIDJ,BORDJ-BOU-ARRERIDJ-EPI-2,ETAB  ,34081
5775.0,5366,77,UPW ALGER OUEST,Commandement des forces navales ZERALDA,ETAB  ,16273
5776.0,5367,5,UPW BATNA,BATNA 1650 Logements AADL,ETAB  ,5156
5781.0,5372,35,UPW BOUMERDES,OULED HEDADJ DJEZAR MOHAMED,ETAB  ,35080
5782.0,5373,35,UPW BOUMERDES,BOUMERDES EPI2,ETAB  ,35081
5783.0,5374,58,UPW EL-MENIAA,HASSI-GHANEM,ETAB  ,58038
5785.0,5376,77,UPW ALGER OUEST,OULED FAYET-02,ETAB  ,16275
5786.0,5377,77,UPW ALGER OUEST,TLIDDJI ALI,ETAB  ,16274
5787.0,5378,77,UPW ALGER OUEST,DEKAKNA,ETAB  ,16272
5788.0,5379,13,UPW TLEMCEN,OULED-SALAH,ETAB  ,13133
5789.0,5380,11,UPW TAMANRASSET,Outoul-Groupement-Militaire,ETAB  ,11040
5790.0,5381,36,UPW EL TARF,BOUHADJAR-DAMBRI-MESSAOUD,ETAB  ,36062
5791.0,5382,47,UPW GHARDAIA,METLILI-EL-HADHABA,ETAB  ,47050
5799.0,5390,25,UPW CONSTANTINE,CONSTANTINE-EPI-2,ETAB  ,25077
5800.0,5391,5,UPW BATNA,BARIKA-ANNASR,ETAB  ,5155
5801.0,5392,3,UPW LAGHOUAT,LAGHOUAT CIDCA CHAHID AHMED TAOUTI,ETAB  ,3064
5803.0,5394,16,UPW ALGER CENTRE,ALGER-DOUANE,ETAB  ,16276
5804.0,5395,44,UPW AIN DEFLA,AIN DEFLA BUREAU ITENIRANT2,ETAB  ,44071
5805.0,5396,9,UPW BLIDA,BOUFARIK-TRIBUNAL  ,ETAB  ,9097
5813.0,5404,43,UPW MILA,MILEV,ETAB  ,43088
5814.0,5405,24,UPW GUELMA,BOUCHEGOUF-CITE-BELILI-KHEMISSI,ETAB  ,24058
5815.0,5406,57,UPW EL-MEGHAIER,EL MAGHAIR ETABLISSEMENT POSTAL ITENERANT1,ETAB  ,57093
5843.0,5435,23,UPW ANNABA,SERAIDI-CHAHID-SNANI-HOUCINE,ETAB  ,23066
5844.0,5436,23,UPW ANNABA,SIDI-AMAR-BERRICHE-AMAR,ETAB  ,23067
5845.0,5437,14,UPW TIARET,TIARET 01 MAI,ETAB  ,14090
5846.0,5438,14,UPW TIARET,KSAR CHELLALA 19 MARS 1962,ETAB  ,14091
5847.0,5439,38,UPW TISSEMSILT,SEKKAKA-BOUKABOUS-MANSOUR,ETAB  ,38050
5848.0,5440,7,UPW BISKRA,SIDI OKBA CHAHID CHIBOUB-SADOK,ETAB  ,7100
5849.0,5441,32,UPW EL BAYADH,EL BAYADH EPI-2,ETAB  ,32055
,5442,18,UPW JIJEL,CHADIA KAOULA DERRADJI,ETAB  ,18069
5851.0,5443,37,UPW TINDOUF,TINDOUF HAIDAS BECHERI,ETAB  ,37025
5852.0,5444,5,UPW BATNA,BATNA 350 LOGEMENTS AADL-BATNA,ETAB  ,5157
5857.0,5449,29,UPW MASCARA ,MASCARA MAACHE ALI,ETAB  ,29105
5858.0,5450,36,UPW EL TARF,EL-TARF-EPI2,ETAB  ,36063
5859.0,5451,25,UPW CONSTANTINE,CONSTANTINE-CHAHID-BEN-ZOUID-SALAH,ETAB  ,25078
5860.0,5452,21,UPW SKIKDA,EL KALAA CHAHID SAID CHERAIT,ETAB  ,21089
5861.0,5453,21,UPW SKIKDA,SIDI MEZGHICHE CHAHID DJAKHAR AHMED,ETAB  ,21088
,5454,58,UPW EL-MENIAA,EL-MENIAA-EPI-1,ETAB  ,58039
5863.0,5455,31,UPW ORAN,OUED TLILET KEBDANI ABDELKADER,ETAB  ,31126
5865.0,5459,6,UPW BEJAIA,BEJAIA-CHAHID-OUAREZKI-HOCINE,ETAB  ,6150
5866.0,5460,15,UPW TIZI OUZOU,Tizi Ouzou  Oued  Falli,ETAB  ,15171
5867.0,5461,20,UPW SAIDA,SAIDA EPI2,ETAB  ,20056
5869.0,5463,41,UPW SOUK AHRAS,M DAOUROUCH CITE 200 LOGEMENTS,ETAB  ,41063
5870.0,5464,16,UPW ALGER CENTRE,EL-BIAR-MINISTERE-DES-MOUDJAHIDINE,ETAB  ,16218
5872.0,5466,23,UPW ANNABA,ANNABA CHAHID KEFAIFIA ALLAOUA,ETAB  ,23068
5873.0,5467,49,UPW TIMIMOUN,KSAR-ANJLOU,ETAB  ,49083
5874.0,5468,35,UPW BOUMERDES,khemis-el-khechna-zouggari-boualem,ETAB  ,35079
5876.0,5470,42,UPW TIPAZA,BOUISMAIL AHMED ABDOUN,ETAB  ,42074
5877.0,5471,31,UPW ORAN,BENDAOUED BOUYAHIA MOHAMMED,ETAB  ,31136
5878.0,5472,37,UPW TINDOUF,TINDOUF EPI-3,ETAB  ,37026
5879.0,5473,9,UPW BLIDA,BOUFARIK-CHAHID-BELLOUCHE-LOUNES,ETAB  ,9101
5880.0,5474,9,UPW BLIDA,BOUFARIK-SOUIDANI-BOUDJEMAA,ETAB  ,9100
5881.0,5475,77,UPW ALGER OUEST,cyber-parc-sidi-abdellah,ETAB  ,16209
5882.0,5479,9,UPW BLIDA,HAOUCH ARIH,ETAB  ,9099
5883.0,5480,9,UPW BLIDA,AIN AICHA,ETAB  ,9098
5884.0,5481,25,UPW CONSTANTINE,CONSTANTINE-CHAHID-AHMED-CHENNIKI,ETAB  ,25079
5885.0,5482,32,UPW EL BAYADH,ROGASSA CHAHID MAJDOUBI CHEIKI,ETAB  ,32056
